application_key,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,mvar34,mvar35,mvar36,mvar37,mvar38,mvar39,mvar40,mvar41,mvar42,mvar43,mvar44,mvar45,mvar46,mvar47,default_ind
230132,1785,0.0901,4.325,0,0,774,30925,1001,37014,93126,815,504,15319,89190,368181,0,0,0,0,0,32.67,N/A,N/A,22.13,2129,2129,2129,122,8000,2920,missing,420,1.0833,0,na,7,4,2,0,missing,91.497,0.27273,6,0.56979,1,0,L,0
230133,1688,2.3246,0.776,0.224,0,248,496,496,2735,1848,missing,936,7565,72343,missing,0,0,0,0,0,50.89,1787.88,2145.46,29.96,876,1703,1703,183,2099,2099,missing,144,5.5833,1,0,2,0,5,0,missing,100,0.28571,3,0.96871,na,0,C,0
230134,1665,0.2341,1.939,1.403,0.537,missing,15825,missing,10040,63313,missing,missing,3854,29730,185316,na,na,na,0,0,N/A,N/A,N/A,N/A,2494,3346,missing,30,7118,missing,3437,328,0.3333,2,na,5,4,0,1,40.692,missing,0.06667,3,0.65446,0,0,C,0
230135,1823,0.0509,0,0,0,481,1382,1382,6194,2756,missing,4037,missing,24775,missing,0,0,0,0,0,53.96,3641.03,2326.92,55.77,523,943,943,30386,943,missing,missing,86,0.3333,0,0,3,0,4,0,missing,missing,0,5,0.53027,na,na,C,1
230136,1753,0.3464,0,0,0,0,4635,94,4004,8350,missing,3909,634,247751,1833350,1,1,1,2,2,98.63,9862.5,9525,98.63,395,517,517,30386,791,791,missing,26,2.0833,0,0,4,0,2,0,missing,71.509,0,4,0.41725,na,0,C,1
230137,1630,0.9413,43.835,13.946,7.732,missing,0,missing,297,0,23822,missing,missing,42613,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,0,missing,missing,30,2920,1034,2920,0,1.6667,0,na,23,0,13,0,100,59.215,0.93333,0,0.42897,na,2,L,1
230138,1693,0.5151,2.372,0.316,0,0,107452,0,3999,124480,1005,752,3731,42613,487977,1,1,1,1,1,101.2,N/A,N/A,101.2,2433,882,882,152,6144,missing,missing,320,15.9167,1,na,4,3,0,0,missing,missing,0.66667,1,0.92182,1,0,C,0
230139,1681,1.5512,0.34,0,0,0,6342,194,4286,3515,800,3359,2037,56487,86249,1,1,1,4,4,77.71,7883.72,7776.81,78.84,449,700,700,30,5688,missing,missing,59,6.4167,1,1,10,0,10,1,missing,missing,0.16667,9,0.43903,na,0,C,0
230140,1714,0.5301,1.74,0,0,132,143,143,1487,275,902,222,2119,42613,175184,0,0,0,0,0,44.71,4471.06,N/A,169.46,999,2555,2555,30,3468,2403,1643,230,2.3333,0,0,18,5,3,0,108.916,missing,0.30435,16,0.11517,na,0,C,1
230141,1683,0.1706,0.454,0,0,missing,1374,missing,missing,1374,279,missing,missing,29730,73513,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,61,5414,335,1156,missing,1.8333,0,na,4,na,4,0,100,77.831,0.5,3,0.87259,na,0,C,1
230142,1761,0.0401,0,0,0,477,18371,4434,95560,41271,missing,15784,22374,89190,490545,0,0,0,0,0,66.47,4210.37,5945.56,26.71,1755,1795,578,1065,6540,760,5931,1154,8,0,0,5,16,8,0,92.95,33.333,0.19048,11,0.66717,0,0,L,0
230143,1760,1.1587,11.424,0.81,0,33,10863,1487,4828,14018,505,1008,1605,123875,158126,0,0,0,2,2,40.68,1266.67,1266.67,25.43,1034,1247,1247,61,6357,missing,missing,170,0.9167,0,0,4,1,3,0,missing,missing,0.33333,3,0.9139,na,0,C,0
230144,1850,0.1029,0.488,0.488,0,297,37305,13888,92487,237426,missing,4771,86755,99100,807665,0,0,0,0,0,11.89,207.22,211.48,8.66,1256,3559,3559,426,4198,1430,4167,826,0.75,0,0,9,10,8,0,missing,missing,0,27,0.44051,0,0,C,0
230145,1853,0.2231,0,0,0,743,20389,20389,45855,50937,285,12815,18474,247751,missing,0,0,0,0,0,19.54,1704.23,1984.19,8.24,1582,5810,5810,30386,8973,missing,missing,832,0.8333,0,0,7,3,7,0,missing,missing,0.05,13,0.75609,0,0,C,0
230146,1706,0,0,0,0,160,14625,4261,892,14922,missing,19491,3306,56487,421294,0,0,0,0,0,91.06,N/A,N/A,0,1677,4684,1399,821,4684,2768,missing,386,3.5,0,na,1,2,0,0,missing,missing,0.7,3,0.92771,0,0,L,0
230147,1605,0,12.269,6.639,0,0,0,0,9386,0,missing,1501,358,99100,missing,1,1,1,2,2,126.25,N/A,N/A,126.25,1217,2464,2464,30,4836,3863,missing,440,2.8333,0,na,5,10,0,0,missing,missing,0.4,0,1,1,1,C,1
230148,1753,3.3667,0,0,0,61,4352,1737,32926,23665,missing,23642,26933,123875,199191,0,0,0,6,6,83.04,8027.59,8027.59,83.01,1413,3163,3163,1521,3224,943,3224,511,0.6667,0,0,15,5,10,0,20.571,13.591,0.04762,17,0.71564,0,0,C,1
230149,1839,0.3223,0,0,0,743,7059,4386,11595,30334,missing,1881,3927,72343,299112,0,0,0,0,0,22.5,2861.29,2861.29,16.65,943,1399,1399,2373,5080,304,5080,186,5.75,0,0,7,0,3,0,24.733,74.358,0.09091,11,0.60606,0,0,C,0
230150,1924,0.0661,0,0,0,297,62174,6047,72611,84865,missing,1881,20176,89190,missing,0,0,0,0,0,23.73,N/A,N/A,10.2,2104,5810,5810,30386,6600,missing,4137,1245,6.1667,0,na,2,14,0,0,missing,missing,0,11,0.97954,0,na,L,0
230151,1573,0.3518,21.029,0.99,6.105,missing,missing,missing,missing,2325,12051,missing,missing,29730,19820,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,30,3224,517,3224,missing,9.25,0,na,8,na,4,na,missing,missing,1.07692,0,N/A,na,1,C,1
230152,1677,1.3533,6.947,0,6.373,0,56,56,624,58,3256,962,missing,56487,163328,1,1,1,3,3,97.1,9710,9710,104.67,71,91,91,61,3133,missing,2099,7,0.25,0,0,5,0,4,0,130.642,missing,0.66667,4,0.63152,0,na,C,1
230153,1620,8.6311,9.832,0,0,0,322,151,14683,899,197,13712,4461,29730,missing,4,21,21,28,28,113.34,11125,11125,113.42,407,243,243,30,4441,missing,4441,107,16.1667,17,4,33,1,31,10,97.078,missing,0.17647,9,0.38219,na,na,C,1
230154,1657,2.1152,5.288,1.394,0,0,39701,1256,8781,64447,missing,11683,5559,247751,545050,2,2,2,5,5,76.92,6538.1,5845.46,62.32,1449,7878,3650,30,7878,882,missing,905,13.8333,1,0,16,11,11,1,missing,missing,0.17949,15,0.73099,1,0,C,0
230155,1720,1.4263,0,0,0,3209,3209,3209,1090,542,8011,7844,0,42613,missing,0,0,0,1,1,69.45,5027.27,5027.27,50.27,2393,183,missing,335,4654,2433,missing,236,0.4167,0,na,3,3,3,0,missing,missing,0.36364,2,0.93013,0,0,C,0
230156,1787,0.6206,0,0,0,0,3477,0,31247,6706,missing,24905,4476,123875,161384,2,2,2,2,2,100.52,10056,N/A,100.52,2398,3407,3407,30386,5597,4593,missing,473,0.9167,0,0,6,4,9,0,missing,missing,0,12,0.45499,0,0,L,1
230157,1790,1.5634,0.413,0,0,277,14224,1634,4311,16135,missing,368,4083,123875,238488,0,0,0,0,0,17.55,1755,N/A,16.13,2908,2981,2981,517,9095,2433,missing,478,5.5,0,0,2,4,2,0,missing,missing,0.125,3,0.87078,0,0,C,0
230158,1804,2.1327,0,0,0,1394,10695,10695,62163,41952,missing,29072,87081,247751,1294573,0,0,0,1,1,50.36,8895,N/A,51.32,1328,1004,1004,2373,8243,missing,4471,393,5.75,0,0,11,1,3,0,86.052,missing,0.09524,17,0.91851,0,na,C,0
230159,1777,0.179,0,0,0,1115,6224,1487,31018,10140,missing,11941,2581,72343,137707,0,0,0,1,1,83.1,9100,9100,75.31,1227,913,913,2068,6266,3650,6266,363,0.0833,0,0,3,5,2,0,missing,missing,0,4,0.73525,na,0,C,0
230160,1895,0.0595,0,0,0,5664,9684,9684,122399,57453,missing,9658,18298,74325,missing,0,0,0,0,0,8.56,2774.55,2774.55,10.92,1476,3468,3468,30386,5323,1582,5019,631,0.1667,0,na,9,9,3,0,missing,59.135,0,14,0.92137,0,0,L,0
230161,1896,0.1118,0,0,0,1140,17153,17153,35676,30128,missing,13199,100514,297300,missing,0,0,0,0,0,29.8,N/A,N/A,3.11,4362,4137,4137,30386,8851,5901,missing,1721,2.9167,0,na,2,10,3,0,missing,missing,0,6,0.41483,0,0,L,0
230162,1830,0.5351,0,0,0,1883,9910,9910,35874,31763,missing,11066,6588,110001,missing,0,0,0,0,0,48.13,0,N/A,30.85,1801,2707,2707,30386,2707,2373,missing,296,12.5833,0,0,3,2,2,0,missing,80.318,0,9,0.69095,na,0,L,1
230163,1797,0.3408,0.15,0,0,2478,34563,8523,70907,116850,missing,8653,14437,118920,missing,0,0,1,0,1,28.7,7297,7297,13.23,3205,7361,7361,456,7361,missing,missing,1370,22.1667,0,na,9,13,2,0,missing,missing,0.05263,11,0.21349,0,0,L,0
230164,1846,0.2926,3.264,0,0,761,19657,2398,6100,17005,missing,4214,47213,99100,missing,0,0,0,1,1,57.15,N/A,N/A,54.15,1125,1399,1399,122,3376,91,missing,185,5.3333,0,na,4,2,3,0,missing,97.431,0.16667,6,0.84517,0,0,L,0
230165,1821,0.3361,0,0,0,1570,118712,10656,169907,180953,missing,82283,111118,396400,missing,0,0,2,2,4,71.74,4874.63,N/A,67.82,2086,6235,6235,1916,10281,1551,missing,960,17.8333,0,0,9,7,6,0,missing,missing,0.0625,15,0.39982,0,0,L,0
230166,1899,0.1282,0,0,0,14963,22142,22142,105046,82884,missing,15547,70096,95136,missing,0,0,0,0,0,22.53,635,N/A,18.57,4067,7148,7148,30386,7148,missing,missing,936,1.8333,0,na,4,7,1,0,missing,missing,0,7,0.9071,0,na,L,0
230167,1830,N/A,0,0,0,missing,60951,missing,14171,60951,missing,missing,0,0,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,2555,1430,missing,30386,10403,missing,missing,336,22.4167,0,na,1,4,1,0,missing,missing,0,2,1,na,na,L,0
230168,1793,0.2341,0.921,0,0,162,26068,6541,40515,112855,missing,13627,60023,198200,missing,0,0,0,1,1,85.66,0,0,37.94,3341,5931,5931,122,7300,missing,missing,769,N/A,0,0,12,5,5,0,missing,missing,0.0303,19,0.48135,1,0,L,0
230169,1819,0,0,0,0,1982,26389,7184,98654,81998,missing,23039,41920,376580,167826,0,0,0,1,1,55.34,2729.48,5394.74,42.89,1575,2890,2890,30386,3620,2585,missing,466,12.4167,0,0,7,4,6,0,missing,45.483,0.03448,15,0.68816,0,0,L,0
230170,1895,0.0558,0,0,0,496,17497,17497,110397,36934,missing,4507,61695,99100,367487,0,0,0,0,0,19.75,0,0,16.72,1681,4380,4380,30386,8730,missing,missing,442,2.75,0,0,3,5,6,0,missing,missing,0,11,0.9255,0,0,L,0
230171,1833,0.1862,0.445,0,0,1484,27569,8820,56492,92884,missing,1489,5837,4955000,197889,0,0,0,0,0,50.1,0,N/A,5.92,2464,3589,3589,426,4410,3133,missing,486,7.9167,1,na,5,6,3,0,missing,24.438,0.04167,11,0.60625,0,0,L,0
230172,1888,0.1126,0,0,0,1373,22478,1373,38885,48431,missing,8042,6451,59460,missing,0,0,0,1,1,85.42,N/A,N/A,83.66,2367,7239,3650,30386,7361,missing,missing,467,8.3333,0,na,4,5,0,0,missing,missing,0,9,0.50591,0,0,L,0
230173,1898,N/A,0,0,0,4109,8621,4314,14866,17043,missing,992,9002,0,missing,0,0,0,0,0,10.54,N/A,N/A,8.7,3042,6844,6844,30386,6844,1734,missing,300,20.3333,0,na,3,1,0,0,missing,55.307,0,4,0.91492,0,0,L,0
230174,1929,N/A,0,0,0,6141,17838,17838,31457,31815,missing,46,0,45586,204014,0,0,0,0,0,N/A,N/A,N/A,0.17,5064,10038,10038,30386,10038,missing,missing,666,31.0833,0,na,2,2,0,0,missing,missing,0,5,0.98435,na,0,L,0
230175,1808,N/A,0,0,0,297,122393,16115,21108,221097,377,2714,51303,1982000,368602,0,0,0,0,0,14.42,N/A,N/A,0,2347,1855,1855,30386,6509,4289,missing,463,25.1667,0,na,1,3,1,0,missing,missing,0.1,6,0.95023,0,0,L,0
230176,1950,0,0,0,0,496,41900,22329,59163,110452,missing,3877,42713,148650,173425,0,0,0,0,0,4.61,1471.43,N/A,5.18,2441,6844,2890,30386,7726,missing,missing,963,7.75,0,na,10,8,2,0,missing,missing,0,14,0.74353,0,0,L,0
230177,1861,0,0.218,0,0,3964,27574,20659,93104,88034,missing,4103,33457,69370,missing,0,0,0,0,0,9.24,0,0,6.42,3204,4867,4867,487,10250,missing,missing,948,12.25,0,0,4,6,1,0,missing,missing,0,10,0.74626,0,na,L,0
230178,1706,0.2318,0,0,0,194,2378,257,9736,4509,1211,5884,16547,29730,missing,0,0,0,3,3,88.49,5239.34,8930,65.24,621,791,791,91,3954,639,missing,102,1.1667,0,0,5,2,6,0,missing,94.009,0.5,7,0.78567,na,0,L,0
230179,1771,0.894,0,0,0,273,7130,3964,40388,41747,27,8595,12857,79280,missing,0,0,0,3,3,54.5,1779.89,2194.12,22.46,1305,2585,2585,1825,3924,1095,missing,515,0.4167,0,0,17,4,9,0,missing,missing,0.05714,30,0.5215,na,0,L,0
230180,1901,0.0232,0,0,0,1982,15705,10642,108120,87539,missing,15855,22850,148650,704106,0,0,0,0,0,38.33,394.16,394.16,25,4283,13535,13535,30386,13535,missing,4532,2111,22.5,0,0,6,11,2,0,71.823,missing,0,14,0.51145,0,0,L,0
230181,1787,0.2501,0,0,0,3320,42916,42916,33000,40528,296,11602,57341,198200,169919,0,0,0,0,0,12.32,788.57,788.57,7.04,2369,4745,4745,30386,9642,4319,missing,701,28.6667,0,0,3,5,4,0,missing,0,0.15789,5,0.57179,na,0,L,0
230182,1831,0,0.225,0,0,4955,9718,9718,78041,29708,missing,5169,4250,69370,202121,0,0,0,0,0,21.54,N/A,N/A,17.16,2175,5901,4319,456,5901,3528,missing,1001,36.5,0,na,5,12,3,0,missing,missing,0,8,0.90307,0,0,L,0
230183,1853,N/A,0,0,0,623,5031,623,42512,16126,missing,7239,7927,148650,127344,0,0,0,1,1,91.01,1009.09,1009.09,39.49,2144,1977,1977,30386,8334,1673,missing,423,7.1667,0,na,4,4,2,0,missing,63.821,0,5,0.55077,0,0,L,0
230184,1950,N/A,0,0,0,42179,51239,42179,75620,111603,missing,1921,missing,98990,370138,0,0,0,0,0,4.36,N/A,N/A,4.28,5460,6418,6418,30386,14296,1582,missing,718,24.8333,0,na,4,4,3,0,missing,missing,0,8,0.79918,0,0,L,0
230185,1719,N/A,10.927,0,0,missing,173,missing,26063,1164,1568,0,422,59460,282669,na,0,0,0,1,N/A,N/A,N/A,1677.36,1810,3498,3498,30,7270,3407,missing,714,2.25,0,na,3,11,1,0,missing,missing,0.21875,3,1,0,0,L,0
230186,1925,0.0476,0,0,0,991,39153,16459,82590,83887,missing,3250,26514,118920,277762,0,0,0,0,0,8.52,N/A,N/A,7.55,2935,6874,6874,30386,9551,missing,missing,1544,28,0,na,4,14,0,0,missing,missing,0,9,0.97863,0,0,L,0
230187,1791,1.4749,0,0,0,125,3727,349,8027,6974,missing,4868,4367,99100,312165,0,0,0,1,1,41.38,6024.24,6467.27,60.64,624,913,760,30386,973,335,missing,82,2.4167,0,0,9,0,7,0,missing,89.406,0,10,0.86598,na,0,L,0
230188,1864,0.2426,0,0,0,80,57113,19820,200132,125413,missing,54026,39075,153605,283153,0,0,0,2,2,99.53,0,0,39.39,1897,6661,3589,30386,9794,4410,missing,998,10.1667,0,0,6,10,6,0,missing,67.334,0,17,0.47251,0,0,L,0
230189,1922,0.0421,0,0,0,4360,40378,12673,44917,114703,missing,4092,48047,113965,251372,0,0,0,0,0,18.54,N/A,N/A,13.72,3077,4045,4045,30386,9460,missing,5201,607,9.6667,0,na,8,6,0,0,56.214,missing,0,11,0.80163,0,0,L,0
230190,1855,N/A,0,0,0,4113,9803,9803,36568,14907,missing,2832,19775,49550,164805,0,0,0,0,0,16.91,N/A,N/A,15.97,1199,2707,2707,30386,3863,missing,missing,276,7.3333,0,na,2,5,0,0,missing,missing,0,3,0.87754,na,na,L,0
230191,1768,0.7131,0.201,0,0,0,2316,2316,13973,9604,286,8602,8330,64415,missing,1,1,1,0,0,71.66,2310.5,35,1.26,1204,4350,4350,578,6235,missing,missing,277,9.1667,0,0,4,1,9,0,missing,missing,0.17647,12,0.57719,0,0,L,0
230192,1900,0.0501,0,0,0,6439,17297,15753,42217,24726,missing,1097,36623,99100,212074,0,0,0,0,0,4.71,1337.33,1337.33,11.8,1903,821,152,30386,5353,missing,missing,438,11.6667,0,0,2,4,1,0,missing,missing,0,3,0.98866,0,0,L,0
230193,1733,1.4535,7.251,6.904,0,183,1700,1700,5946,5650,4889,2798,5861,99100,missing,0,0,0,1,1,34.16,4071.01,5100,27.05,613,1156,1156,30,2920,2190,missing,121,5,0,0,15,0,13,0,missing,missing,0.6087,9,0.56306,na,1,L,0
230194,1725,0.3123,0,0,0,723,1071,723,991,1795,1490,268,4574,67388,298645,0,0,0,0,0,27,2700,2700,27,274,274,274,30386,1734,243,missing,9,0.5833,0,0,3,0,2,0,missing,82.073,0.75,2,0.94827,na,0,L,0
230195,1800,2.2684,0,0,0,3964,9910,9910,37163,37163,missing,0,1703,69370,missing,0,0,0,0,0,N/A,0,0,0,462,1095,1095,30386,1095,730,missing,76,1.9167,0,0,na,0,10,0,missing,100,0,9,1,na,0,L,0
230196,1950,0,0,0,0,297,24775,24775,121203,91245,missing,2345,26917,99100,450350,0,0,0,0,0,13.14,N/A,N/A,2.32,2865,4928,4928,30386,7270,548,missing,1601,20.0833,0,na,3,16,1,0,missing,77.062,0,8,0.91188,0,0,L,0
230197,1920,N/A,0,0,0,10047,10047,10047,11892,11038,missing,854,3323,49550,missing,0,0,0,0,0,7.84,N/A,N/A,7.18,5201,5201,5201,30386,5201,1855,missing,171,14.5833,0,na,1,1,0,0,missing,missing,0,3,1,na,0,L,0
230198,na,1.4084,0.675,0,0,missing,161,missing,missing,161,missing,missing,missing,49550,498721,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,91,608,missing,missing,missing,2.3333,0,na,1,na,3,0,missing,missing,1,1,0.97656,na,0,L,1
230199,1735,0.1658,5.63,0,0,496,9702,496,9756,12754,379,125,2533,99100,missing,0,0,0,0,0,N/A,504,N/A,4.2,2073,1369,1369,30,8669,3315,1977,409,1.8333,0,na,6,4,3,0,86.242,missing,0.35294,4,0.84375,0,0,L,0
230200,1780,0.218,0,0,0,missing,297,missing,297,444,missing,0,0,49550,498721,na,0,0,0,0,N/A,0,0,0,missing,213,missing,30386,730,missing,730,missing,0.9167,0,na,2,na,4,0,94.618,missing,0,3,0.61991,na,na,L,0
230201,1796,0.0301,0,0,0,6265,10844,10844,24081,20379,missing,3702,20996,29730,366670,0,0,0,0,0,17.79,0,0,15.37,7467,7695,7695,30386,16273,missing,missing,491,0.3333,0,na,2,2,1,0,missing,missing,0.25,4,0.98448,0,na,L,0
230202,1773,0.4101,3.314,0,0,374,4137,4137,12189,16340,9010,642,2113,29730,396428,0,0,0,0,0,62.3,788.61,958.46,5.36,3427,4410,4410,30,13079,3468,missing,676,12.4167,0,0,6,4,8,0,missing,missing,0.09091,10,0.64706,na,0,L,0
230203,1893,0.1534,0,0,0,220,10498,10498,181665,36921,missing,8111,33222,118920,656042,0,0,0,1,1,43.08,4115,N/A,22.43,2349,7391,7391,30386,10980,missing,missing,1313,5.3333,0,0,2,13,1,0,missing,missing,0,8,0.57942,0,0,L,0
230204,1899,N/A,0,0,0,496,7465,7465,36172,7961,57,364,7703,99100,missing,0,0,0,0,0,4.65,N/A,N/A,4.37,4167,3589,3589,91,10250,4593,missing,822,29.5,0,na,2,6,1,0,missing,missing,0.125,2,1,na,0,L,0
230205,1784,0.0218,6.781,0,0,2478,130179,2478,136064,183197,37,0,196819,99100,1773890,0,0,0,0,1,N/A,N/A,N/A,0,3601,6813,6813,61,7878,missing,missing,1539,16.0833,0,na,3,10,1,0,missing,missing,0.08333,9,0.66596,na,na,L,0
230206,1714,0.2251,13.756,0,0,209,564,209,892,773,3090,187,481,99100,missing,0,0,0,0,0,47.25,4725,4725,47.25,1359,2859,2859,30,5688,5688,missing,134,0.0833,0,0,5,2,3,0,missing,missing,0.26667,3,0.92323,na,0,L,0
230207,1931,0.0634,0,0,0,496,56722,19812,55025,95023,missing,1042,10925,74325,386490,0,0,0,0,0,5.02,294,294,2.55,2544,6266,6266,30386,6266,missing,missing,669,22.4167,0,0,4,7,1,0,missing,missing,0,5,0.9967,0,na,L,0
230208,1932,N/A,0,0,0,23715,44286,44286,129127,128428,missing,5234,35519,79280,941101,0,0,0,0,0,7.15,N/A,N/A,5.02,4791,6540,6540,30386,8699,missing,missing,945,4,0,na,3,6,0,0,missing,missing,0,7,0.99057,0,na,L,0
230209,1894,0.1996,0,0,0,1776,18884,5690,60560,31987,missing,1609,22915,49550,266985,0,0,0,0,0,16.29,19.86,56.86,5.16,1404,3315,3133,30386,3468,missing,missing,600,1.5833,0,0,6,7,4,0,missing,missing,0,16,0.41801,na,0,L,0
230210,1840,0.1831,0.26,0,0,1982,17739,17739,36538,33867,missing,590,16700,64415,missing,0,0,0,0,0,5,127.59,294.55,1.66,720,1582,1582,335,1582,missing,882,213,0.25,0,0,5,0,8,0,100,missing,0,13,0.62671,na,0,L,0
230211,1900,0.0234,0,0,0,6679,17370,17370,74147,47448,missing,10216,63027,0,missing,0,0,0,0,0,17.99,3523.68,3523.68,13.71,3646,5870,5870,30386,7026,missing,missing,839,5.3333,0,0,4,6,1,0,missing,missing,0,5,0.95092,0,0,C,0
230212,1735,0.8794,0,0,0,2,2588,59,3221,3285,missing,3028,4467,26757,183335,0,0,0,4,4,95.97,9125.33,9941.67,94,365,548,548,30386,548,487,missing,48,1.3333,0,0,8,0,10,0,missing,79.8,0,10,0.67133,na,0,C,1
230213,1759,0.7801,1.815,0,0,259,19351,259,1288,20244,missing,395,3172,198200,117414,0,0,0,0,0,30.69,N/A,N/A,30.69,791,821,821,183,6114,missing,missing,52,16.9167,0,na,3,0,0,0,missing,missing,0.75,2,0.99394,1,na,C,0
230214,1710,1.0101,0,0,0,651,3138,3138,5203,3790,927,1413,1521,98109,262339,0,0,0,0,0,27.16,2716.19,2716.19,27.16,213,304,304,30386,456,missing,missing,14,4.3333,0,0,3,0,3,0,missing,missing,0.5,2,0.59116,na,na,C,0
230215,1720,0.6501,0,0,0,651,3138,3138,5203,3790,927,1413,1521,94145,262339,0,0,0,0,0,27.16,2716.19,2716.19,27.16,213,304,304,30386,456,missing,missing,14,4.3333,0,0,3,0,3,0,missing,missing,0.5,2,0.59116,na,na,C,0
230216,1589,N/A,12.877,0,0,missing,missing,missing,missing,0,1034,missing,229,11856,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,2601,4593,4593,0,4593,missing,missing,171,0.5833,0,na,2,1,1,na,missing,missing,1.25,0,N/A,na,na,C,1
230217,1565,0.3007,34.569,0,29.258,missing,missing,missing,missing,0,11832,missing,missing,49550,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,30,5414,missing,4137,missing,1,0,na,17,na,7,na,missing,missing,1.0303,0,N/A,na,na,C,1
230218,1697,1.1601,12.381,0,0,missing,1524,missing,99,3750,1761,missing,0,74325,297300,na,na,na,0,0,N/A,N/A,N/A,N/A,1862,3407,3407,0,4928,missing,4928,306,0.0833,0,na,6,5,0,0,55.219,missing,1,0,0.52765,na,0,L,1
230219,1732,1.5277,0,0,0,108,2138,1099,15529,11376,missing,7923,4902,27748,missing,0,0,0,2,2,67.44,5344.9,5344.9,51.02,923,2342,2342,730,2342,missing,2190,182,6.9167,0,0,12,1,7,0,72.2,missing,0,14,0.23032,na,na,C,0
230220,1634,0.4294,19.697,0,18.988,0,0,0,327,0,17173,327,363,39640,missing,1,1,1,1,1,110,11000,11000,110,654,335,335,30,3620,missing,3620,43,1.0833,0,0,10,1,8,0,missing,missing,0.6,1,1,na,na,C,0
230221,1761,0.3208,0.201,0,0,137,3102,1126,7175,6544,missing,1180,4013,270543,242795,0,0,0,0,0,36.53,2426.67,2426.67,36.53,1947,2798,2798,152,4015,304,1460,384,0.25,0,0,7,5,2,0,77.654,86.974,0.2,6,0.77493,na,0,C,0
230222,1647,0.4534,11.38,0,3.136,missing,0,missing,missing,0,11642,missing,missing,30523,44688,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,30,4623,missing,1369,missing,0.75,0,na,3,na,0,0,104.202,missing,1,1,0.56405,na,na,C,0
230223,1634,0.1287,39.372,0,0,473,473,473,3412,473,22788,484,4380,118920,37658,0,0,0,0,0,36.4,4300,4300,268.27,2126,3833,3833,0,6722,2890,missing,629,0.5,0,na,13,9,10,0,missing,missing,0.92308,1,0.55943,0,0,C,0
230224,1764,0.1834,2.514,0,0,2805,5946,5946,38471,9494,1569,4132,13633,0,557468,0,0,0,0,0,59.57,N/A,N/A,29.32,2352,2950,2129,243,8121,missing,missing,232,2,0,na,3,1,0,0,missing,missing,0.21053,3,1,0,na,C,0
230225,1789,0,0,0,0,496,12090,12090,31677,13204,missing,2671,1502,39640,389587,0,0,0,1,1,9.93,0,N/A,18.32,2020,4836,4836,973,5931,missing,5931,797,1.25,0,0,2,10,1,0,missing,missing,0.1,7,0.75491,na,na,L,0
230226,na,0.0761,0,0,0,missing,missing,missing,missing,0,360,missing,missing,45586,44368,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,335,1521,missing,missing,missing,2.5,0,na,2,na,2,na,missing,missing,1.33333,0,N/A,na,na,L,0
230227,1891,0.668,0,0,0,496,59460,34223,95290,263507,missing,7821,30610,297300,157883,0,0,0,0,0,12.73,300,906.35,5.7,1671,3711,3711,30386,3802,3437,missing,989,1.3333,0,0,9,11,12,0,missing,15.383,0,22,0.75779,0,0,L,0
230228,1819,0.0751,0.77,0,0,3286,18088,6454,69817,52503,missing,9308,60432,71352,143695,0,0,0,0,0,21.87,1795.48,717.14,15.48,2521,3680,3680,122,9064,6996,missing,1243,1.5,0,0,7,12,4,0,missing,66.849,0.1,8,0.90684,0,0,L,0
230229,1585,0.1257,11.492,2.14,0,missing,missing,missing,missing,0,11196,missing,0,56487,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,973,1004,1004,30,2646,2646,missing,32,1.1667,0,na,18,0,15,na,missing,missing,0.85185,2,N/A,na,1,C,1
230230,1886,0.0101,0,0,0,8102,21883,18222,40186,49942,missing,8906,22638,74325,227852,0,0,0,0,0,25.28,N/A,N/A,25.28,2172,4319,4319,30386,5049,4228,missing,357,11.75,0,na,5,3,1,0,missing,90.905,0,6,0.88065,0,0,C,0
230231,1854,0.494,0,0,0,3239,12496,12496,18135,17122,missing,1509,8605,173425,881624,0,0,0,0,0,8.75,872.3,928.78,8.32,730,1308,1308,30386,2312,missing,2312,48,1.1667,0,0,10,0,3,0,104.376,missing,0,11,0.32849,na,na,C,0
230232,1590,0.3723,6.179,0,0,missing,missing,missing,missing,0,977,missing,missing,99100,17144,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,30,821,missing,missing,missing,13.5,0,na,4,na,3,na,missing,missing,1.33333,0,N/A,na,na,C,1
230233,1880,0.245,0,0,0,991,15852,15852,189777,147804,missing,79,952,99100,430089,0,0,0,0,0,0.76,11.68,11.68,0.06,1655,4106,4106,30386,5992,3680,missing,1360,14.0833,0,0,3,10,8,0,missing,18.519,0,19,0.96437,na,0,C,0
